,screennames,firstcomponent,secondcomponent,thirdcomponent
278,RepJohnKatko,0.37589636707192725,0.5643400320625076,0.02761358619357346
111,POTUS45,-1.917671673751989,0.5896403874654325,-0.07926125506103043
374,RepRooney,0.40910195881169187,0.5967517744819005,0.032032428907247376
343,RepNewhouse,0.31875219958829004,0.6002053550353859,0.03287316589104556
89,MarkAmodeiNV2,0.5324345244570857,0.6078864728329261,0.029429138085916892
88,MarioDB,-0.460906111744195,0.608441865197687,0.007678329391406317
476,SenRubioPress,-1.0987036223616016,0.6114876347156654,-0.024419423667517308
380,RepSamGraves,-1.2541460048418356,0.616546026421731,0.01213153369166473
446,SenBillCassidy,-1.0697412690433465,0.6183134723477276,-0.012631035886479606
543,VP45,-0.7226763689692581,0.618550017774365,-0.10940651375706822
93,McConnellPress,-0.5623167057689354,0.6308539036163459,-0.03169541526757181
247,RepHagedorn,-0.8237716268876674,0.6447956928434118,0.032407939683359505
424,RepVanTaylor,-1.173758580450827,0.6489017615464865,0.029702015693984216
276,RepJohnCurtis,-1.2225329427087692,0.6572688509245981,0.026309534814935177
349,RepPeteKing,-0.6657544204438793,0.6613962347978223,-0.010180490865103068
451,SenCapito,1.424512427324875,0.6655302252019489,-0.012617129925533915
504,SenatorFischer,1.8415524045239666,0.6660713878129144,-0.023226043410850657
439,RoyBlunt,1.1302787810893693,0.6750651052424288,-0.033635463905039645
323,RepMarshall,-0.6898944847153413,0.677057761918635,0.041174242029258935
231,RepGallagher,-0.4290141189654629,0.6856878240676811,0.010960552352907504
503,SenatorEnzi,2.1314898537093354,0.6860827538303274,-0.03158226080406887
459,SenHawleyPress,-1.6912185605083125,0.706320889954143,-0.01902407623263759
70,JeffFortenberry,0.47734088869255814,0.7074164587193811,0.036770372961672834
71,JerryMoran,1.6293593182197876,0.7201086000209466,-0.02297797765138474
23,CatoInstitute,-1.3098452485298293,0.7201458441632146,-0.05874206946718305
465,SenJohnHoeven,2.0892946796311485,0.7305219145416899,-0.027077926740845516
351,RepPeteStauber,-1.0566082065345852,0.7489634894386132,0.022807564817941876
417,RepTomRice,0.49644880411434417,0.7616611742464408,0.029667196722957385
576,michaelgwaltz,-2.1053375210022724,0.7717390195935067,-0.020953588838819294
510,SenatorRisch,2.1360989246565816,0.7721230576628324,-0.02601921104242574
267,RepJimBaird,-0.6363488945155154,0.7729248594380399,0.0368862647318816
142,RepBalderson,-0.629588702085212,0.7740244414508312,0.037748254110254766
30,CongMikeSimpson,0.683938501368683,0.774478184518677,0.03923326581601708
95,MikeCrapo,2.1828206620809403,0.7786487510147295,-0.0346744682784513
585,repdonyoung,0.8726030617475221,0.7910189383276615,0.02921254183110254
391,RepSmucker,-1.0491172948773906,0.7921451689957016,0.019946768356295375
496,SenatorBraun,-0.977773716645399,0.7952058332058023,-0.0005009077864910629
486,SenToddYoung,0.31624767949074306,0.7985901980010439,0.005363848824887593
554,cathymcmorris,0.03295676564756548,0.8077605971110857,-0.0025039789018793095
76,JohnBoozman,1.6563303780750753,0.8099367341009712,-0.026951204645057434
473,SenPatRoberts,1.7138550541260333,0.8129818102781122,-0.020542776485367828
44,FoxNews,-1.4266093271880158,0.8148693752635638,-0.10003235207428836
480,SenShelby,1.276001120048889,0.8273702115020247,-0.02236814753546625
410,RepTimBurchett,-1.2185303331906387,0.8340613349349707,0.009001506595085815
368,RepRobBishop,0.21858750144343325,0.8393356620657235,0.049855620210024244
350,RepPeteOlson,-0.6169165767699506,0.8421291052015619,0.020689529384549547
132,RepAndyHarrisMD,0.8272067289553858,0.8460705686390629,0.026509108491032243
375,RepRossSpano,-1.1434688520624896,0.8470258695222065,0.025344946135044517
328,RepMcClintock,-0.75970178382794,0.8533228702003454,0.001157364016299122
518,SenatorWicker,1.9637228270471734,0.8564953862822924,-0.0239351914853041
599,virginiafoxx,0.3450386690741161,0.8581848989923577,0.01296501456406003
258,RepJackBergman,0.25251460700759804,0.8597748902847601,0.03661301464132261
378,RepRussFulcher,-0.6695996779978617,0.8602204545323319,0.03164644045146762
40,DrPhilRoe,0.13351732355547655,0.8672780709856964,0.02915873813014242
413,RepTipton,0.7435752865689121,0.8677750068281953,0.02154509238737508
388,RepShimkus,0.9275067257787206,0.8683409972041476,0.02847175172646294
79,JudgeCarter,0.09886665097997596,0.8731206915855749,0.02184393302203881
244,RepGusBilirakis,0.8189788754580395,0.8779082741867512,0.027522902384853696
128,RepAmata,0.5274782201817568,0.883609453668885,0.05524230316372408
32,CongressmanGT,0.898263650953983,0.8974109120667475,0.03644508706224199
421,RepTrey,0.5494465599999424,0.900423883609605,0.04740092737238826
508,SenatorLoeffler,-1.6638200802900842,0.9031206780871801,-0.03942242089993382
198,RepDavidKustoff,0.5555893540048802,0.9042998936237269,0.03656666560320644
454,SenDanSullivan,1.6439916309673717,0.9044721740047339,-0.0003047490059925783
506,SenatorLankford,0.40739130961632336,0.905081058837394,-0.01525211850706094
526,SusanWBrooks,0.5256770002444919,0.9085260617206082,0.03429081345113974
243,RepGrothman,0.6514580968300874,0.9132764484294384,0.039301337712126655
412,RepTimmons,-0.6295039951672731,0.9174590470531727,0.023140403579832162
588,repkevinhern,-0.5655338436950066,0.9175619964523801,0.03718489843606072
398,RepSteveStivers,1.4930660029803127,0.919987157562164,0.029776534617107987
112,PatrickMcHenry,-0.09070976869471746,0.9208519943448805,0.012570320868264172
253,RepHolding,0.6614459622796207,0.9265758850210967,0.035889147893772226
373,RepRonWright,-0.7246105846541249,0.9314437528786258,0.025310933170166812
437,RodneyDavis,0.42567711450825685,0.9349314677994744,0.025446107315008317
484,SenThomTillis,1.138819678143968,0.9369293707919589,-0.027089953750241886
435,RobWittman,0.26733506217115666,0.9378395468067847,0.023416480161739816
155,RepBost,0.48414984527179333,0.9398013583434791,0.03582460113829037
334,RepMichaelGuest,-0.21419902181018122,0.9431700473183152,0.03721420987694251
216,RepDustyJohnson,-0.6618886615309022,0.9474085715681961,0.02375195762183652
327,RepMcCaul,0.6854594269403594,0.9505398923353853,0.009025904451880068
300,RepLaMalfa,1.061871437196022,0.9514385784133292,0.03629045844164886
544,VernBuchanan,0.11304281078904768,0.9524437470836515,0.014486030335615392
211,RepDonBacon,0.1455846475440157,0.9527135654335879,0.03800307459783295
397,RepSteveChabot,1.0129719382946478,0.9529358005663763,0.022827911222356192
293,RepKenMarchant,0.6476782416475333,0.9605731461116765,0.020113115403292612
248,RepHalRogers,0.8270386616387654,0.9623688206757094,0.03833672182164034
63,HouseGOP,0.2388325001718287,0.9630584593126507,-0.1105847716136846
530,TomColeOK04,0.8691491622829667,0.9631379446017584,0.026290713916686408
371,RepRonEstes,-0.10528864140170663,0.9666874764470228,0.03476320100542749
464,SenJohnBarrasso,2.079372843405872,0.968873506689804,-0.04010471400113357
493,SenateGOP,0.20726639407187278,0.9696103881913885,-0.1147294800516129
299,RepLaHood,0.5247336607051519,0.9719708815504776,0.03322859852170861
379,RepRutherfordFL,-0.47501334965918657,0.9722912687442059,0.025316641137563687
130,RepAndyBarr,0.43816280216316594,0.9726536139685273,0.027411633645545795
574,megynkelly,-0.9294792228971464,0.9739852305104866,-0.10476190080023466
427,RepWalberg,0.7678766783110189,0.9754670422882331,0.03619932576894783
233,RepGarretGraves,0.8830930274369498,0.9785591270127691,0.03949227586538979
228,RepFredKeller,-1.132515474678078,0.9802996384808625,0.0003638715867719631
575,michaelcburgess,0.33740195226680864,0.9816347567600837,0.014935265493835496
341,RepMoolenaar,1.2074928019893156,0.9830183877597799,0.045717006085818385
415,RepTomEmmer,0.41414721714032465,0.9876553717494084,0.031127513299661177
512,SenatorRounds,1.3037911127576007,0.9883353376254608,0.01496141714603322
339,RepMikeTurner,0.7973638259351542,0.9898197348110319,0.014856940662833967
593,sendavidperdue,0.6207625616666652,0.9917643514034135,-0.02557306621642889
460,SenHydeSmith,0.047015043585482495,0.9923511267687545,0.014033195324768715
301,RepLarryBucshon,1.323200768353993,0.994521687284449,0.043443027296274174
280,RepJohnRose,-0.23929335272538726,0.9951548072675508,0.03160480748163017
230,RepFrenchHill,0.916217638794676,0.9983721501611141,0.04219907414168762
523,SteveDaines,0.6999091534250195,1.0014841478114196,-0.01641330157577527
257,RepHuizenga,1.1735312720778184,1.0044121224790517,0.03932553971886439
156,RepBradWenstrup,0.7409379409794162,1.0077180705591264,0.02135034209320354
82,KenCalvert,1.1035428296436227,1.009644950925969,0.03980605750444849
557,congbillposey,1.082868001247173,1.017192905726586,0.026194253033403954
27,ChuckGrassley,0.6698070785760065,1.017746270848682,-0.09005132951812855
572,marcorubio,-0.0872149959823151,1.0236270328366195,-0.11402975605949216
28,ConawayTX11,0.7324269075173602,1.0288607972254487,0.026359105409116436
209,RepDevinNunes,-0.7393447914661837,1.0332744850164584,-0.00890939886775777
331,RepMcKinley,1.337587084686816,1.0342668158413275,0.026521717526243035
181,RepCloudTX,-0.4688381120357861,1.0347480584723827,0.019827175355480203
168,RepCarolMiller,-0.1721627600797069,1.0392839057255725,0.031013353955343312
553,boblatta,1.0009744628041457,1.0400954707058925,0.026210852663373533
195,RepDaveJoyce,1.1590403829965457,1.0417732387111105,0.04009712231246585
468,SenJoniErnst,1.165811826161132,1.0431343251448737,-0.03004702088912614
163,RepBryanSteil,-0.5595551411164464,1.0443686299210115,0.01888197395055635
469,SenKevinCramer,0.6161939125608406,1.0520123172237215,0.018819712052260976
291,RepKayGranger,1.2643660386652436,1.0531567306609873,0.03670043190391713
333,RepMeuser,-0.5687363691789675,1.0607751796714582,0.014207888527900121
180,RepClayHiggins,-0.42125841128958613,1.0625197108925166,0.008572859907562696
31,CongPalazzo,0.7176419672257807,1.0642045709292367,0.04193527525026792
35,DesJarlaisTN04,0.6141060833584171,1.0665372182291717,0.02861755026234842
467,SenJohnThune,1.1847797106386297,1.070798005949764,-0.02106791380418729
136,RepAnnWagner,0.5203099633393117,1.0756263515636029,0.026824905057905444
196,RepDavid,0.8659777109670146,1.0760868862744428,0.021583620414927472
277,RepJohnJoyce,-0.14259171259622092,1.0762243406955085,0.027049924456444302
474,SenRickScott,-0.5535931891112903,1.0764175183842934,-0.05551003096640473
436,Robert_Aderholt,1.2648609279842669,1.0784657644876494,0.037806706553136754
428,RepWalorski,1.1631264569364315,1.0785993801675784,0.039121413466922994
39,DrNealDunnFL2,1.1207454050403665,1.0823438127451188,0.05274017720052498
338,RepMikeRogersAL,1.0485568134743746,1.0835171603567841,0.02715291186783627
160,RepBrianMast,-0.20387924167018256,1.0883873980765009,-0.0006189588538037577
275,RepJoeWilson,0.44545465418859903,1.0889845770804403,0.028935041598447717
146,RepBenCline,-0.4816922219752318,1.0943616455359377,0.01608943551494445
355,RepRalphNorman,-0.22209471784514012,1.096926653915725,0.012629982676599226
430,RepWesterman,0.9511228315507761,1.0981173145238396,0.041987992343343106
406,RepTedYoho,1.021272300158518,1.1091448876130257,0.008699277297320602
140,RepArmstrongND,-0.3948804266724983,1.115063044147722,0.008364956650481113
239,RepGregPence,-0.09176577033460015,1.1232849445356563,0.03217504133726367
6,AustinScottGA08,2.036646286484446,1.129887577698368,0.049061077942725684
524,SteveKingIA,-0.18659141444283142,1.131162005168604,-0.044682042256423776
475,SenRonJohnson,1.1412578997394311,1.1317980201283175,-0.05640467992976656
77,JohnCornyn,0.5150374750341025,1.1344160412923467,-0.07156623388851457
175,RepChrisStewart,0.3412237237612877,1.1383625318528787,0.008193092177659645
580,rep_stevewomack,0.8592283730775055,1.1388623317837556,0.03658827676989838
87,MacTXPress,1.0456608193053458,1.140490833467479,0.03578545865375917
360,RepRichHudson,1.00278477867039,1.145681047441057,0.030407946292678827
420,RepTrentKelly,0.6306000817140099,1.1484342103592193,0.0512798837345935
124,RepAdrianSmith,1.1211256530282343,1.1513706540648252,0.05610659853934942
199,RepDavidRouzer,1.5051179064490527,1.152470518205583,0.04901665957388919
227,RepFrankLucas,1.4856924578386035,1.1527378971408444,0.04794105648165388
315,RepMGriffith,1.661904637632269,1.1576665376203,0.025031474516794067
369,RepRobWoodall,1.0793429825831815,1.1609900359841356,0.043292975309726
546,WarrenDavidson,-0.8291935084741446,1.1654865429617542,-0.0009346266520206273
176,RepChuck,0.7192234452218877,1.1682968523599204,0.02665091302369455
173,RepChipRoy,-0.8529674805005529,1.1701247577848173,-0.021640630904173813
354,RepRWilliams,0.6673442231997462,1.1741274087712918,0.03591455267578355
416,RepTomGraves,1.3285909073638835,1.176488044779534,0.03088053364238255
47,GOP,-0.33990094923916137,1.1783294546997707,-0.12615246434967042
215,RepDrewFerguson,1.2532708076731502,1.1832219868991605,0.05329854219325241
384,RepScottPerry,0.5021398634664335,1.1966176239190356,0.017214432804582683
342,RepMullin,1.0232715205680962,1.205926303190634,0.034179298539424086
49,GReschenthaler,-0.6926468460305092,1.2150235761080208,-0.00026136910002413823
127,RepAlexMooney,0.20115669414077378,1.2169485477508595,0.025133804441517735
245,RepGuthrie,1.3628551780410647,1.2184141447401833,0.04410262157693629
150,RepBlaine,1.3966818067889626,1.2216391311978856,0.051050260249757555
187,RepDLamborn,1.0950690634898606,1.224862107177156,0.023337123950670523
151,RepBobGibbs,1.6196719264336934,1.2260095330607463,0.03213334409263186
97,Mike_Pence,-0.7391827420105435,1.2332573786153398,-0.11925228456875021
516,SenatorTimScott,-0.009517420436523467,1.2347204894535169,-0.08014257408370393
141,RepArrington,0.8002252679155809,1.23542709831561,0.034401875731092935
120,RepAbraham,0.8822915970381501,1.2397963673380938,0.028160479519120728
261,RepJasonSmith,1.4747724264010784,1.2489553875168757,0.037983225707516007
294,RepKevinBrady,0.9223102854038558,1.251694566729097,0.001983562750362862
540,USRepLong,1.1157972041233448,1.2556164570909734,0.03769294296284511
527,TXRandy14,1.033682404821881,1.266987240756185,0.0324889951214241
364,RepRickCrawford,1.0330271594464964,1.2677440904671782,0.02836321427244101
149,RepBillJohnson,2.0097347476144765,1.2802996637602762,0.02614410842169238
537,USRepGaryPalmer,1.4873545089861613,1.2837601461611126,0.039331589281084024
429,RepWebster,1.4969517076499348,1.2861779326424612,0.039456415109096935
268,RepJimBanks,-0.005878509772535912,1.3010249165281333,-0.0056927487320482225
252,RepHartzler,1.0821494710148365,1.305027888986122,0.03132123941374687
81,KellyannePolls,-0.6200407680527953,1.3055563178829086,-0.12923244998153263
59,Heritage,-0.844738289234786,1.30613590441324,-0.09087263185323675
241,RepGregSteube,-0.20892418594109835,1.310963747507207,0.00017635854162876841
322,RepMarkWalker,0.292277166506053,1.3176929539455933,0.0050575133836632535
363,RepRickAllen,1.8789216771694408,1.3187917749220972,0.04435569321923722
320,RepMarkGreen,-0.21407131412528868,1.3338479592917218,-0.013958018141978872
563,foxandfriends,-1.1968982163447863,1.3376834739448324,-0.09614421243589037
96,MikeKellyPA,0.5750034201107235,1.338335752519149,0.015103146347602524
263,RepJeffDuncan,-0.3451964936223344,1.339386639296866,-0.020236727327227366
311,RepLoudermilk,1.3109540279839582,1.3397190781566033,0.027841205954691677
442,SarahPalinUSA,-1.0861500066558465,1.3419228292823315,-0.10207426722468252
466,SenJohnKennedy,0.36828432571219866,1.3450445342964046,-0.043673999966748665
165,RepByrne,1.0781947572922936,1.3481781600295732,0.025050109124215438
471,SenMikeLee,0.716808429879767,1.3515903737908141,-0.09447079116329081
5,AnnCoulter,-1.1194280104346968,1.3579449169944147,-0.11384134469405018
408,RepThomasMassie,-0.6526449352644702,1.3648479438202712,-0.046620486978375446
403,RepTedBudd,0.43154457459442974,1.3722086206980195,0.00989311772088752
292,RepKenBuck,0.5041224272331454,1.375415226157533,-0.0023885751315493985
340,RepMoBrooks,0.5874982850546183,1.425607068386969,-0.013892219345699834
117,RandPaul,-0.17526135011399815,1.4314360558835189,-0.12199347753954635
164,RepBuddyCarter,1.8529863261742925,1.4356144207052048,0.031862338799061786
102,NRA,-1.5173168087330118,1.4386775795760065,-0.08830627743116712
597,theblaze,-1.2835657971781242,1.44191375097627,-0.09803027833452241
188,RepDLesko,-0.5658512114307778,1.457839460471086,-0.034393774484335164
566,glennbeck,-1.2269145540877284,1.467301058263979,-0.10791717232294865
157,RepBrianBabin,0.8058982867996632,1.4784758686742334,0.027474137547766987
487,SenTomCotton,0.2940291397431429,1.5481765106061995,-0.07280141682778384
191,RepDanCrenshaw,-1.2913620655894058,1.5609742693377888,-0.08393228020868698
596,tedcruz,-0.4882924734631181,1.565931519715813,-0.13066758227874276
440,RudyGiuliani,-1.3295134670953292,1.581960583437299,-0.10440682666753365
577,newtgingrich,-0.48474981660971866,1.5877338663968454,-0.12162423304675833
394,RepStefanik,0.0046700965328966195,1.5896276111290701,-0.05734381535812861
335,RepMikeJohnson,-0.03981239121322724,1.5930993147211379,-0.019987270152102058
48,GOPLeader,0.11180962227653649,1.624675191519603,-0.11799769859913449
525,SteveScalise,-0.22680283006763427,1.6303118633691762,-0.0731512489607529
483,SenTedCruz,-0.08722201222873552,1.6530074839704605,-0.1261098884326372
592,seanhannity,-1.0799949868614056,1.6541847245275483,-0.13088328237892535
36,DonaldJTrumpJr,-1.2689928486081188,1.667665900573783,-0.1253015815515981
237,RepGosar,0.3351630301763309,1.6762461067239753,-0.043161607038637105
91,MarshaBlackburn,0.024080779418801188,1.687745233368889,-0.07084070571601686
33,CongressmanHice,1.1711884612735493,1.6947859168848527,-0.009166259505617808
54,GovMikeHuckabee,-0.741900940336234,1.7188944829040482,-0.1218517007896394
66,IngrahamAngle,-1.0257173742817753,1.733837820978362,-0.12992691250156513
18,BreitbartNews,-1.1739486216936215,1.7371433683127107,-0.12258969838125229
533,TuckerCarlson,-1.1778742538226517,1.788137923248632,-0.12716395617165718
303,RepLeeZeldin,0.01824041002238996,1.8077171542398185,-0.06924176204855775
131,RepAndyBiggsAZ,-0.1271142422569531,1.809631845001274,-0.06706801131929556
589,replouiegohmert,-0.012555937203808331,1.8096501364147566,-0.08361735563235916
108,OANN,-1.5469626624339932,1.8578370903661565,-0.11351570124481647
214,RepDougCollins,-0.14507759237144888,1.863300925789771,-0.08191263144429152
324,RepMattGaetz,-0.6431860888970367,1.9067614005209041,-0.11367240429210695
73,Jim_Jordan,-0.4260993939485467,1.9250703971661443,-0.11962181571536551
